text,timestamp,rating
"Cringe softcore with chaotic imagery, zero substance, and costume chemistry between the actors. Scenes were choppy and underdeveloped—then suddenly grasping at emotional texture. With such a striking cast, it’s hard to imagine how they themselves got through the filming, with some scenes so bad it clearly took dozens of takes. Martin Clunes stood out amongst the fluff in a solid, captivating role that gave the brilliant Brontë novel a nod—but maybe that’s because he was one of the few characters in the film who doesn’t suddenly appear in a scene dressed in plastic wrap.",2026-02-15T16:56:00.436Z,STAR_2
Wasnt what we expected. Nothing like the book.,2026-02-15T16:43:44.514Z,STAR_1
Too long and redundant. Bad inaccurate and negative depreciation of what true love is to young people. The house maid was their downfall.,2026-02-15T16:00:13.377Z,STAR_0_5
"Acting, music, and costumes/set design were really good but the story just didn't have enough to make it worth recommending.  Thought there would be more.",2026-02-15T15:58:52.165Z,STAR_3
It was visually beautiful-highly dramatic roller coaster adventure of some morally questionable people- but I couldn’t look away. See it on the big screen!.,2026-02-15T15:50:20.652Z,STAR_5
It was definitely really good aside literally sobbing for hours after seeing it 10/10,2026-02-15T15:38:34.007Z,STAR_5
"This movie was a flop!  Was so excited to see it but left feeling disgusted and sad for both characters. This was NOT a love story. It was about sick obsessions and lust. Stalking, control and manipulation. Acting was not good either. I kept finding myself thinking about the acting versus getting immersed in the story. Always a sign of bad acting for me. I do not recommend this movie.",2026-02-15T15:29:30.805Z,STAR_2
Absolutely beautiful visuals and storytelling,2026-02-15T15:10:14.806Z,STAR_5
The worst movie I have seen in over 5 years! It was a literal miscarriage of filmmaking. All of you need to pray for these clowns in Hollywood!,2026-02-15T14:59:25.833Z,STAR_1
"The movie was loaded with visual symbolism. At its heart, a tragic love story, a Victorian Romeo and Juliet. If you delve deeper, it can be seen as literary criticism of the rot and collapse of the Victorian era.",2026-02-15T14:17:40.854Z,STAR_5
Modern adaption of a classic,2026-02-15T13:53:14.779Z,STAR_5
"Absolutely phenomenal. The imagery was beautiful. The colors. The story (let it stand alone, this is not a remake, it does stand alone and does an amazing job at it). My mom and I left in tears but good ones, beautiful and tragic. Absolutely 5/5 but if I could give more stars I would! Will be seeing it again! Best film I’ve seen in a long time.",2026-02-15T13:52:40.116Z,STAR_5
As someone who actually never read the book I loved this story so much it will be a favorite forever!  I felt every emotion possible to the most extreme level. Margot Robbie( possibly greatest actress ever!) and Jacob Elordi( amazing as Frankenstein and now Heathcliff!!! He is unstoppable!) were the only people who could have ever pulled this off to this level. This was their movie and they gave us such a gift with their performance! Honestly every actor gave their best performance yet!!,2026-02-15T13:41:01.133Z,STAR_5
"Its a vibe. Overall, beautifully done. Love a good heart-aching movie.",2026-02-15T13:38:31.563Z,STAR_5
"I enjoyed the movie and thought it was well done. The acting was excellent, the scenery was nice, and the story compelling. And even though I thought the movie ran long, it was still worth it.",2026-02-15T13:28:29.540Z,STAR_4_5
"I enjoyed watching this movie. Great performances by Robbie and Jacob. My wife didn’t like how it took out characters and story lines from the book. But since it was my first take on the story I thought it was entertaining. Not a feel good movie, a little depressing but entertaining.",2026-02-15T11:32:04.084Z,STAR_3_5
Beautifully acted.   Felt the emotion.   Great movie!,2026-02-15T10:43:51.822Z,STAR_5
It was a very good movie.,2026-02-15T07:49:48.617Z,STAR_4_5
"Heartbreaking, disgusting, sad, terrible.",2026-02-15T06:33:26.280Z,STAR_1
"So cinematic, amazing story, Jacob and Margot are just obviously phenomenal and I have never been so emotionally invested in a movie i loved it.",2026-02-15T06:11:34.694Z,STAR_5
Best romance I’ve seen in a while. The chemistry between Margot and Jacob is lightning.,2026-02-15T06:03:57.350Z,STAR_5
A beautifully tragic love story,2026-02-15T06:02:42.918Z,STAR_5
"It's best to go in not expecting an accurate telling of the story. It's pretty much fanfiction. It's really good for what it is. For an emotional impact though, it's best not to have read the book, or to remember it very well because it's hard to sympathize with the characters 😅",2026-02-15T05:57:43.547Z,STAR_4
"I went with a friend who was very anxious to see the movie. I’m sorry to have to say that there was nothing about it that either one of us liked. Dark, gross, boring.",2026-02-15T05:46:40.297Z,STAR_1
"Although this movie was really well acted, I was over all the characters involved by the end of it. Every character except the Linton's are horrible. Be prepared for many sex scenes. At some point they became too much. Honestly,  unless you are a super fan, wait for streaming",2026-02-15T05:42:01.346Z,STAR_4
"Absolutely incredible! Held my attention the whole time. The cinematography, acting, and passion felt like you were in the movie.",2026-02-15T05:37:58.987Z,STAR_5
"Heart-wrenching, erotic, a tale of love as high and as low as the tides of the sea.",2026-02-15T05:14:40.491Z,STAR_4
"Epic movie, and just the right amount of insanity",2026-02-15T05:05:49.797Z,STAR_5
"All of the changes were unnecessary.  Just don't call it Wuthering Heights if you don't want actually follow the story. This movie was cheap and tacky while wasting the talent of the actors involved. There is nothing wrong with modern interpretations of classics. But they are classics for a reason.  This extremely loose ""interpretation"" didn't even finish the story.  This wasn't art, it was a money grab. And worse it leads young women to believe Heathcliff is a good guy. I hope the young women I watched swooning will read the actual text.",2026-02-15T05:05:27.936Z,STAR_1
"I like all the lovely romance that was shown. The anger at the beginning was wrong. They almost completely showed sex, no. Kissing I like,  tongue is fine.",2026-02-15T04:55:00.409Z,STAR_3
Raunchy  and unnecessarily grotesque. Waste of time and money.,2026-02-15T04:50:33.665Z,STAR_0_5
It was a pretty long movie . I feel like somethings could have been left out .,2026-02-15T04:46:16.630Z,STAR_3_5
Excellent cast! I thought the movie was good but it lost me with some of the emotion! We need more movies like this!,2026-02-15T04:22:30.076Z,STAR_4
"An exciting, if often disgusting, fever dream that draws you into the lovers’ mad world and refuses to let you go. I both hated and loved nearly every character, which is always a good indicator a film is taking you to some uncomfortable yet rewarding places. Not for the squeamish or the boring. Have fun!",2026-02-15T04:05:57.323Z,STAR_5
"Absolutely stunning visuals, beautiful and heartbreaking story. Will see it again",2026-02-15T04:04:42.023Z,STAR_5
Too long and got boring.,2026-02-15T03:44:14.779Z,STAR_3
Amazing! Still crying at how amazing this movie was. Stunning and so moving.,2026-02-15T03:37:49.498Z,STAR_5
Somehow both incredibly horny but incredibly boring,2026-02-15T03:33:38.810Z,STAR_1
Very good movie if you don't go into it with the expectation that it will be like the book.,2026-02-15T03:26:28.199Z,STAR_4
Elordi and Robbie are beautiful actors but this adaptation did not give them that opportunity to showcase their talents. Your heart will be invested but occasionally found the movie to timestamp more than give you the chance to feel or deepen,2026-02-15T03:26:25.373Z,STAR_3
Enjoyable and loved the location,2026-02-15T03:22:55.603Z,STAR_4
The scenery will take you to another place and time.,2026-02-15T03:09:53.845Z,STAR_5
"Gorgeous and captivating, Margot is incredible",2026-02-15T03:08:33.528Z,STAR_4
No movie has made me cry like this. Amazing.,2026-02-15T03:02:14.897Z,STAR_5
Great chemistry and adaptation,2026-02-15T02:45:29.130Z,STAR_3_5
"While the lead characters were beautiful and handsome, the film pales in comparison with the original starring sir Lawrence Olivier and",2026-02-15T02:39:35.628Z,STAR_0_5
loved this movie.  Margo Robbie really portrayed her diversity as an actress. outstanding!,2026-02-15T02:24:04.188Z,STAR_5
"Acting was amazing, story kept you in the move. The actors were chefs kiss. And the clothes were next level.",2026-02-15T02:22:22.959Z,STAR_5
"The problems with this movie is the title.  If we didn’t go in expecting Wuthering Heights, we might have been more satisfied.  They should have just called it Cathy and Heathcliff or whatever else.  It is so far from the original story and period that I was just left feeling like I was tricked. As a love story, maybe it’s passable.  Also the designers and costumers were just trying too hard in some scenes and not enough in others.  Inconsistency irked me more than not keeping to the period.",2026-02-15T02:16:51.966Z,STAR_2
Great looking junk. In the end everyone got what they deserved.,2026-02-15T02:16:29.034Z,STAR_2
Very romantic.. be prepared to cry though.,2026-02-15T02:01:38.902Z,STAR_5
Great date movie. Beautiful cinematography and an interesting adaptation of Wuthering Heights.,2026-02-15T01:59:10.587Z,STAR_4_5
Love Love Loved this movie,2026-02-15T01:46:45.082Z,STAR_5
One of the best movies I’ve seen in years. Perfect rendition of the book,2026-02-15T01:45:23.140Z,STAR_5
"Loved it. It’s not a faithful adaptation, but it’s true to the bizarre and timeless obsession at the core of the novel that has kept readers coming back to it for centuries. Don’t listen to the mobs ranting about it. I think Emily would dig it.",2026-02-15T01:18:03.729Z,STAR_5
"Watched this movie for a Valentine's Day date with my wife.  I usually don't like ""chick flicks"" but this movie was great.  Everything was delightfully disturbing.  It was like an artistic and serious Tim Burton movie with its macabre themes. The actors did a fantastic job playing horrible creatures.  Lots of emotion and passion. A good bit of sex but no nudity.  The camera work was great.   Enjoy but it is delightfully weird.",2026-02-15T01:10:56.698Z,STAR_5
"It was a little too overhyped. There wasn’t enough chemistry. It was a struggle to feel much between the love interests. Finally, the very end scene before the credits did make me feel something but overall not enough to cry. I cried and still cry every time I watch Me before You. Margot Robbie was amazing in this but as much as I love Jacob Elordi, he just wasn’t giving.",2026-02-15T01:04:54.243Z,STAR_2
"This movie was everything. Cathy’s personality and choices perfectly captured what it is to be a young woman in love. I laughed, and cried, and knew it would be a tragedy but still didn’t expect how it turned out. My only qualm is that Margot Robbie is too old for the role, she was fantastic but it would make more sense for teenage characters.",2026-02-15T00:59:36.958Z,STAR_5
"The acting, story, and cinematography were excellent.",2026-02-15T00:38:19.448Z,STAR_5
Love Margot Robbie ! And Jacob Elordi great acting loved the bond between them very dark intense very sad 10/10 movie must see,2026-02-15T00:28:23.182Z,STAR_5
Very dark.  Thought it would be a good romantic movie but we were wrong.  So sad.,2026-02-15T00:25:12.522Z,STAR_0_5
"You either like it or you don’t!  I see why a lot of people would enjoy it (production design, cast, set) but also not like it (too long, sense, dragging scenes). But all in all it’s worth the watch.  Enjoyable and great casting",2026-02-15T00:23:47.121Z,STAR_4
My wife loved and was tearing up by the end. I found it hard to sympathize with the characters after a certain point in the movie and felt they were just the cause of their own misery. The movie was well made and acted. That definitely gives it some props. Definitely not my favorite and I doubt I’ll ever seek it out on my own to watch again but you might like it.,2026-02-15T00:16:29.623Z,STAR_3
"Having never read the book, I can say that the visuals were stunning and the story was tragic.",2026-02-15T00:11:31.592Z,STAR_5
"I haven’t read the book but the movie was so good. I felt the torment, deception and yearning love between Heathcliff and Cathy. Plus, Heathcliff was gorgeous 💕",2026-02-15T00:08:30.295Z,STAR_5
It’s everything. Best movie of all time ever! Deserves every award there is!,2026-02-14T23:59:21.875Z,STAR_5
The yearning!!!!!!!!! 😍❤️❤️‍🔥,2026-02-14T23:57:31.453Z,STAR_5
Fantastic! Great actors! Kept my attention throughout the entire film. Outfit designs were attractive. Well developed plot and characterizations. I’m going to try to see it again. An absolute must-see!,2026-02-14T23:42:59.213Z,STAR_5
So slow! Visually pleasing but the story was too much of a departure from the original for it be believable.,2026-02-14T23:40:17.905Z,STAR_1_5
"All style, no substance.",2026-02-14T23:35:40.945Z,STAR_1_5
Fantastic. One of my new favorites.,2026-02-14T23:35:19.327Z,STAR_5
"This got me right in the Wutherussy. I am not a fan of the book. I read it ages ago, and then revisited it via Michael Ian Black’s Obscure podcast (seriously, if you love classic books and have a sense of humor, it’s such fun). This movie remembers that Heathcliff and Cathy are terrible people, and everyone suffers being near them. I really appreciated that. But more than that, it’s just swoony, horny, over the top, passionate indulgence. Yes, it takes liberties with the story, and I could take issue with several of the choices made (having just had it retold to me by MIB, I was more familiar than I would have been otherwise). Every movie version has and does. And the “Heathcliff is supposed to be Romany or Black” thing is also annoying: we know. Shut up. This version worked on me. I was gasping when I was supposed to gasp, and I got teary eyed at the end. It’s a bodice ripper, and it delivers.",2026-02-14T23:28:25.159Z,STAR_4
Worst movie to watch on Valentine’s Day 😿,2026-02-14T23:25:36.904Z,STAR_4
"Visually beautiful with some wonderful performances, this Wuthering Heights still ends up being a slog of a melodrama all played at one overwrought level. Jacob Elordi and Margot Robbie, while fully believable, are pubescently tortured and petulant. Emerald Fennel's signature sexually charged shock moments are here, but somehow don't go far or frequently enough to jolt this teenage gothic fantasy back to life. There is so much to explore cinematically in Bronte's text that has yet to be touched on, yet here all that is disected is the simple spine of the beast. I didn't hate it. I was just disappointed after having been so impressed with Saltburn.",2026-02-14T23:09:47.364Z,STAR_3
"Loved this movie, but didn’t expect the ending. It lowkey hurt lol.",2026-02-14T22:56:41.381Z,STAR_5
I wish there was more they explained in the story!Beautiful story but I needed MORE. 💕,2026-02-14T22:46:36.940Z,STAR_3_5
"What a surreal and disconnected interpretation of this classic. From the set design that hits you over the head with its blatant insanity and modern art oddities, to the costumes that  look more like Met gala gowns, to the BDSM barnyard sexual awakening of Catherine's ""feelings"", Brontë is surely rolling over in her grave over this interpretation. I gave it an extra star for Margot Robbie's performance, who played the wildness of Catherine's heart and attempts to conform to societal expectations and suppress her inner longings with equal parts subtlety and mania that she is so adept at. So, overall, this was a directorial flop for me, but the acting saved it from ruin.",2026-02-14T22:42:12.250Z,STAR_2_5
Everything.  Absolutely awful. Disjointed plot felt like I was watching a porn movie. The dialogue was stupid. The acting was awful. Save your money.,2026-02-14T22:16:14.238Z,STAR_0_5
Claustrophobic in styling but hot.,2026-02-14T21:46:34.413Z,STAR_3_5
Zero redeeming qualities do not waste your time or money.,2026-02-14T21:33:47.012Z,STAR_0_5
"This movie has nothing to do with the book, and for me that is a good thing…  it is a bit of a pastiche but the visuals are stunning and the vibes are there..",2026-02-14T21:29:06.552Z,STAR_4_5
Sobbing at the end so good.,2026-02-14T21:21:20.380Z,STAR_5
We enjoyed the movie very much.  Great love story and excellent acting.  The ending will be  surprising for those who have not read the book.  We highly recommend it.,2026-02-14T21:20:11.418Z,STAR_5
The most beautiful love story and this film completely did it justice. Everything about this movie was breathtaking.,2026-02-14T21:00:45.144Z,STAR_5
"I really wanted to love this movie. As a fan of the book, I went into the movie with an open mind. I knew the movie wouldn't be entirely true to the book. The disappointment is in the script and Margo Robbie as Cathy. Neither works. The movie is disjointed. Scenes fall flat. I found myself laughing when I shouldn't be. Characters have changed but not in a good way. It was hard to even see Heathcliff as vengeful. He was just in love with Cathy. Ho hum. The movie wants to shock at certain points but it just feels gratuitous and lazy. Too bad as I wanted to be immersed in Cathy and Heathcliff's world.",2026-02-14T20:28:36.268Z,STAR_1
Beautifully done. Stunning. So much yearning,2026-02-14T20:21:09.809Z,STAR_5
"Love this! I’d consider it a re-imagining as it’s not true to the book both in story and casting, but it’s been so long since a movie ripped my heart out like this. Think DiCaprio’s Romeo and Juliet and Atonement. Just beautifully devastating. Saw in XD and there’s something to be said about feeling the music while watching the cinematics. Visually and audibly captivating.",2026-02-14T19:52:39.237Z,STAR_5
This is the version of Wuthering Heights made for sorority girls who want to feel literary with their big dumb Stanley cups.,2026-02-14T19:45:51.255Z,STAR_2
"Telling everybody that I know to not ask me if I’m okay because I’m not okay after this movie. Absolutely incredible, no notes. 10/10",2026-02-14T19:43:24.532Z,STAR_5
"It was incredible cinematography, chemistry that was so palpable, and great pain. The perfect gothic movie!",2026-02-14T18:26:33.953Z,STAR_5
I love the way the movie was put together. Great bud sad movie.,2026-02-14T18:12:06.310Z,STAR_3_5
"Despite its Yorkshire filming location, most of the outdoor scenes seemed to have been shot in studio: the moors held more fog, more wind, and more thunder than nature would likely dispense and distracted from the action. The indoor scenes were saturated with bright colors, as if the director was determined to prove that more is better in every aspect. Including sex. There was A LOT of sex between Margot Robbie and Jacob Elordi but about as much chemistry as between oil and water. One could almost hear the director’s prompts as they held each other and maneuvered to achieve certain so-called romantic images. When Elordi (I refuse to call him Heathcliff) repeated over and over “I love you”, he seemed to be attempting to convince himself. And what of his diction? For much of the movie, he appeared to have kept his morning porridge in his mouth. Robbie fared no better, especially when garbed in ridiculously outlandish gowns, another of the film’s many gratuitous distractions. As if she could not escape her role as Barbie, she was even given a dream house and bedroom, though both contained grotesque elements of decor. The only redeeming elements to this lurid spectacle were the supporting actors: two endearing children acted better than their adult counterparts, a conflicted lady in waiting instilled some sense of normalcy in this otherwise unhinged retelling, and a drunken father gave out a Dickensian aura. Not only did the director dare to cut away half the novel, but she also did away with several key characters leaving her leads deprived of their potential depth. It was a train wreck of an adaptation but as human nature would have it, most people will not be able to look away.",2026-02-14T18:07:56.348Z,STAR_3
Great cinematography and a lovely story..,2026-02-14T17:59:18.983Z,STAR_5
"The movie is beautiful, visually dynamic and deeply emotional.  

Jacob Elordi's and Margot Robbie's portrayals of Heathcliff and Catherine show a deep respect and understanding of the essence of the characters. Alison Oliver was perfect as Isabella Linton. Charlotte Mellington (young Catherine) and Owen Cooper (young Heathcliff)  were amazing in their roles.

Although it does not follow Emily Bronte's book directly, what the movie does well is provide a deeper view of Catherine and Heathcliff's childhood friendship and experiences that shape who they will become as adults.  I felt more connected to the characters from the original story. 

However, the movie contains a few major detours from the original story. One character is left without closure to his story. Other characters are eliminated.  As I was reconnected to the characters from the book, I was left confused by the changes to their fates in the movie. 

The book transcends the “typical” ending. The movie provides, in some ways, the expected ending.

Ultimately,  this movie is a beautiful ”visual” interpretation of Catherine, Heathcliff and the moors.  For those who have not read the book, the ending will make sense.  For those who love Emily Bronte's story, put it aside before entering the theater.",2026-02-14T17:27:54.597Z,STAR_4
"The scenes and costume design were amazing. I love Wuthering Heights, and this is a very liberal approach to the book, but this movie was emotional, funny, and moody. I loved it.",2026-02-14T17:22:55.520Z,STAR_5
"The visuals and the YEARNING. The story is so tragic and heartbreaking, but I loved every second of it.",2026-02-14T17:15:06.900Z,STAR_5
Loved it bring tissues,2026-02-14T17:12:07.888Z,STAR_5
I thought this was an amazing love story. It had the ups and downs of how real love is. It showed the true power of love and how it can take over not only the heart but also the mind and the soul. Great movie,2026-02-14T16:51:27.581Z,STAR_5
Beautiful cinematography but poor story/ character development- a lot of the romance scenes fall flat due to the layout of the film. I still enjoyed it because of the imagery and costumes it but was also disappointed by the story it self.,2026-02-14T16:43:19.196Z,STAR_2
"Beautifully directed and wonderful acting. Costumes, makeup and cinematography are award winning.",2026-02-14T16:10:31.424Z,STAR_5
"We cried, we laughed, the whole audience left smiling. So many perspectives to consider in this artsy film!",2026-02-14T15:42:41.606Z,STAR_5
especially the last hour was good. love both of them C & H. Harlequin Romance .,2026-02-14T15:32:15.008Z,STAR_5
"Riveting, diabolical and unforgettable. Phenomenal performances and production.",2026-02-14T15:14:25.797Z,STAR_5
"Beautifully shot, perfectly cast, excellent music, emotional! Never read the book so was open to the interpretation.",2026-02-14T15:12:54.144Z,STAR_4
Had never read the book so had no idea what to expect. Absolutely loved this movie!!,2026-02-14T13:52:05.730Z,STAR_5
Destroyed a beautiful classic.,2026-02-14T13:30:51.081Z,STAR_1
This was the first movie in two years that I did not want to exit the theater for a bio break before it ended.,2026-02-14T12:41:24.621Z,STAR_4_5
Stunningly beautiful gut wrenchingly sad,2026-02-14T08:43:54.073Z,STAR_5
"It’s love..   it’s complicated..  toxic.  Loved the movie, the colors and art.",2026-02-14T08:23:58.266Z,STAR_5
"Emotional, powerful, phenomenal. These two were the perfect fit for this movie & it kept me engaged start to finish. I was so excited for a month to watch this and it didn’t disappoint. I loved the ‘unpopular’ ending.",2026-02-14T07:42:51.707Z,STAR_5
Loved it!! Took us on quite the journey…,2026-02-14T07:35:47.813Z,STAR_5
"brilliant, cinematic and an amazing tribute/interpretation of one of the greatest love stories of all times! Emerald is an actual genius and amongst the greatest cinema story tellers of her generation. Truly written by a woman - a must see in a theater with all your girlfriends!",2026-02-14T07:05:54.241Z,STAR_5
fantastic teared up! margot and jacob both did amazing!,2026-02-14T07:01:36.467Z,STAR_5
"This movie was absolutely horrendous. And I pretty much like every movie. It was a mix between Tim Burton, a Taylor Swift, music video, and Alice in Wonderland casting. The only thing redeeming is that Jacob is the hottest thing on earth and is an amazing actor. But this was legitimately terrible. I have never made a review before and I came on here because this might be the worst movie I have ever seen.",2026-02-14T06:46:15.203Z,STAR_0_5
Too much weird writing.  Waste of good actors.,2026-02-14T06:24:05.347Z,STAR_2
A beautiful strange trip!,2026-02-14T06:07:19.334Z,STAR_5
"Gorgeous costumes. Stunning cinematography.
Sweeping shots. Over the top sets. Dark Romance.
Beautiful imagery. It's a visual feast indeed!",2026-02-14T06:06:57.399Z,STAR_5
oh my god. Soooo good. Adored every second! I think people judged this too hard too fast. Loved the actors it was amazing.,2026-02-14T05:48:50.508Z,STAR_5
honestly a horror movie but goly is it good,2026-02-14T05:27:22.273Z,STAR_5
"Looked like an expensive Taylor Swift music video, but this played out more like a comedy…",2026-02-14T05:08:42.776Z,STAR_2_5
Terrific screenplay. Excellent casting.,2026-02-14T05:07:52.133Z,STAR_5
Great acting.   Movie was not what I expected.  Kept me interested the whole time.   I liked it.,2026-02-14T05:07:19.646Z,STAR_4
"The good? Cinematography, costumes, sets, beautiful Catherine and Heathcliff. The bad too long, too much perverted sex, shallow connections between characters. And the rain. Does it ever stop raining? Not worth 2+ hours of anyones time.",2026-02-14T05:06:48.039Z,STAR_2
Varied from the traditional story line. Unnecessary changes and additions that diminished story & movie.  Strange details and scenes as well.,2026-02-14T04:29:49.887Z,STAR_2_5
A great soundtrack but a snooze fest for most of the ride. This was a one watch and done for me,2026-02-14T04:27:07.819Z,STAR_2_5
Devastatingly beautiful.,2026-02-14T04:21:02.909Z,STAR_4
Such a great period film could watch this movie over and over again,2026-02-14T04:15:56.004Z,STAR_5
"Passion. Details. Soundtrack. Wet Jacob Elordi. Margot Robbie clevage. Costumes. Cinematography. Fog. Wall licking. I mean, what more can you ask for really?",2026-02-14T04:15:07.599Z,STAR_5
"If you go in accepting it's a loose adaptation with many modern aspects, it's a fun, dark ride.",2026-02-14T03:41:34.640Z,STAR_4
Margot and Jacpb were great to look at. everything else was a loud mess.,2026-02-14T03:41:06.440Z,STAR_1
"The main characters were both beautiful and had chemistry.  Having had to read the book as a child, I felt that the subtleties of the story were missed.  Left the film feeling ""meh"".",2026-02-14T03:40:38.650Z,STAR_3
Honestly didn’t know what to think most of the movie… it was more sexuallized and kinky than I remember the book being but also dark. Like starting the movie with a hanging was weird.. bringing back the thought of a hanging again felt out of place… I also didn’t feel ANYTHING for the main characters and I knew that I should. It literally wasn’t until the very end that I felt anything at all. Great actors all across the board but I feel like the writing just wasn’t there,2026-02-14T03:36:49.318Z,STAR_2_5
"I enjoyed it. It was a visual drug, every scene a treat for the eyes. The story was simplified from book but it captured the intensity of their tumultuous relationship, even lightened it making it more bare able. It gave a good sense of the environment and rawness of life on the moors.",2026-02-14T03:31:58.593Z,STAR_3_5
"The film was such a good tragic love story. We enjoyed the set design, costumes, and acting was fantastic.",2026-02-14T03:29:07.329Z,STAR_5
Better than what I expected,2026-02-14T03:23:36.253Z,STAR_5
It was a great movie in my opinion,2026-02-14T03:20:38.745Z,STAR_4
"More movies like this, please!",2026-02-14T02:40:50.784Z,STAR_5
Twisted beautifully….,2026-02-14T02:10:06.047Z,STAR_5
should've been a silent film and 30 minutes shorter wouldve worked but its not and it doesn't work,2026-02-14T02:05:04.040Z,STAR_1
Took a big swing that didn’t land.,2026-02-14T01:54:06.038Z,STAR_1_5
Most beautiful piece of cinema I’ve seen in a while!!,2026-02-14T01:45:22.300Z,STAR_5
This film was immensely moving. Margot and Jacob had amazing chemistry. Just amazing.,2026-02-14T01:28:45.184Z,STAR_5
Come for the yearning. Stay for the stunning visuals. Watch it for the camp.,2026-02-14T01:25:07.548Z,STAR_5
I have never in my life sobbed the way I did today. Absolutely INCREDIBLE job on this novel to film adaption. 👏,2026-02-14T01:15:27.923Z,STAR_5
I loved the movie! Great love story & adorable couple. My husband however slept through much of it. I didn’t understand why Heathcliff’s new wife was acting as a dog.,2026-02-14T01:09:44.745Z,STAR_3_5
Freaking boring movie,2026-02-14T01:08:32.686Z,STAR_1
Very light start but the theme deepens as it goes. Great acting with a small cast. Love and pain.,2026-02-14T00:54:58.700Z,STAR_5
Stay home Gentlemen. Leave this for girls night,2026-02-14T00:32:07.983Z,STAR_2_5
"Acting, direction, cinematography, direction, music all excellent.  Chemistry between the leads was insane!",2026-02-14T00:13:59.433Z,STAR_4
"Movie looks gorgeous. Acting is good, especially the teen actors. The swear words and graphic sex I could have lived without. I am sure that wasn't in the book.
I really liked the different point of view in this version. The husband is a wonderful person and you can't help but sympathize with him.",2026-02-14T00:00:38.557Z,STAR_4
Beautiful scenery well made and it made me cry,2026-02-14T00:00:09.377Z,STAR_4_5
thought it was beautiful and romantic,2026-02-13T23:51:57.653Z,STAR_5
"I love this movie so much, experienced several emotions 😁😢👍🏼",2026-02-13T23:51:57.618Z,STAR_5
Just about everything in this film was excellent.,2026-02-13T23:43:48.133Z,STAR_5
"Definitely not wuthering heights,  but for sure messy and tragic. 10/10 love it love it, gonna go watch it again!!",2026-02-13T23:27:29.412Z,STAR_5
"Well done! It was stylistic, costumes were great, I enjoyed the movie 🍿",2026-02-13T23:27:13.192Z,STAR_5
"Loved this movie, beautiful in an artsy way!!",2026-02-13T22:52:32.842Z,STAR_5
"Oh my sweaty stars, Emerald Fennell’s Wuthering Heights is a MASTERPIECE! It’s visually otherworldly. Every single frame is stunning, and Margot Robbie & Jacob Elordi positively ate their roles, delivering sublime performances steeped in piping hot chemistry.

As a fan of the Emily Brontë novel, I wasn’t sure going in whether the film would do the source material justice, but it was a more faithful adaptation than I expected. Through her creative lens, Fennell was able to drill down into the core of Cathy and Heathcliff and their toxic love story, and she found new layers and meaning to explore by reading between the lines. It’s also the only film adaptation of Wuthering Heights I’ve seen that accurately pegs the true villain of the story…FINALLY👏

While the pacing could have been tightened a bit in the middle—there's quite a stretch where Elordi is nowhere to be seen and many a forlorn stare from Robbie—it didn’t deter from the overall impact of the film or how much I enjoyed it. This is a singularly fresh, powerful, deeply emotional, and delightfully spicy take on a beloved classic, one I'll be thinking about for days/weeks/possibly forever. 4.75/5 stars",2026-02-13T22:49:12.587Z,STAR_5
Very dark & sad but amazing to watch chemistry between Robbie & Elordi.,2026-02-13T22:13:29.276Z,STAR_4_5
"As Emerald Fennell said in a few interviews - This is her interpretation of what she imagined this story as, reading it as a young girl.  
This is the first half of the book and yes,  artistic changes were made but,  it did not take away from the story to me.  
The acting was really good,  some were amazing.  
I didn't enjoy some of the acting choices but, that was easy to get around.  
This was heart breaking pinning love. 
Having a immature mindset of the characters and growing with them and the bleakness of the ending is very real in a love situation.  
I loved it!",2026-02-13T21:56:45.238Z,STAR_5
It was very slow in the beginning. I liked the scenery and the costumes. Some parts were very disturbing. I thought the acting was superb.,2026-02-13T21:49:22.721Z,STAR_3
"Stunningly beautiful, even if the plot is wildly diff fr the book. Cast was great, in particular Alison Oliver steals every scene",2026-02-13T21:41:50.157Z,STAR_4
A Beautiful Depiction of Human Emotion & the Complexities of Love & Intimacy. The cast does an exceptional job at performing these characters so raw that it flowed perfectly with the world they were building. The Visuals & the score had that Dark Gothic Romance that you don't find in cinema anymore. Everyone deserves their flowers. Thank you,2026-02-13T21:14:24.826Z,STAR_5
I loved everything about it.,2026-02-13T20:35:26.332Z,STAR_5
I loved it!! I didn’t know the story but knew it is a classic.  Now I know why!! Excellent acting! cinematography is in a class on its own!,2026-02-13T20:28:18.401Z,STAR_5
"From the cinematography the acting to the way it made you feel I feel this movie that’s exactly what it intends to do and even though it isn’t exactly like a book, there is something very special here and I think this is an excellent movie with phenomenal, casting and musical direction, and still capturing the essence of what the book portrayed.",2026-02-13T20:21:29.778Z,STAR_5
not even enough gratuitous sex scenes to make it worthwhile. avoid.,2026-02-13T20:05:40.640Z,STAR_1
Excellent movie! I absolutely loved the actors Margot Robbie and Jacob Elordi and Alison Oliver. This movie was engaging and emotional as well as breathtaking and mesmerizing. The way the story was told and the cinematography was superb. I highly recommended this movie for all us romantics! It has been a long time coming that we got a true romantic love story told with such passion and wit and shows how powerful the love between a man and a women can be. Thank you!,2026-02-13T19:41:31.959Z,STAR_5
Went in with pretty low expectations. Thinking it’d just be two hot actors on screen for 2 hours having sex but it actually had a great storyline and had a couple times I was gasping from twists and turns. Recommend the watch!,2026-02-13T19:22:06.548Z,STAR_4_5
